UniqueCount	AmbigCount
0	0
1	0
0	0
0	8
0	12
5	12
0	0
0	0
0	0
0	0
0	0
0	2
4	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
4	1
0	1
1	0
0	0
1	1
0	0
1	0
0	0
2	0
1	0
1	1
2	0
0	0
0	0
0	0
3	0
0	0
3	0
0	1
1	1
2	1
0	1
3	0
1	0
0	0
2	0
1	0
3	0
0	0
1	0
1	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
7	1
0	0
1	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
1	0
2	0
0	0
5	3
0	3
3	0
0	0
0	0
1	0
0	0
0	0
1	1
1	1
0	1
0	1
0	0
4	0
0	0
0	0
0	0
0	1
21	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
2	0
1	0
1	0
0	0
0	0
0	0
1	0
0	0
1	0
0	0
0	0
2	0
0	0
0	0
2	0
0	0
0	0
3	0
2	0
0	0
0	0
1	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
2	0
0	0
1	0
0	0
1	0
1	0
0	0
4	0
5	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
3	0
0	0
2	0
1	0
0	0
0	0
1	0
0	0
0	0
0	0
3	0
0	0
0	0
0	0
0	0
0	0
1	0
3	0
0	0
0	0
2	0
0	0
1	0
2	0
0	0
0	0
3	0
6	0
3	0
6	0
2	0
1	0
1	0
2	0
0	0
3	0
1	0
0	0
1	0
0	0
0	0
0	0
0	2
1	1
0	0
0	0
0	0
0	0
2	0
0	3
3	3
0	1
6	0
1	0
0	0
0	0
4	0
1	0
2	0
1	0
0	1
0	1
1	0
2	0
0	0
0	0
3	0
0	0
2	0
2	0
0	1
0	1
0	0
0	0
0	0
0	0
2	0
1	0
1	0
0	0
3	0
0	0
1	0
0	0
1	0
0	0
0	0
2	0
4	0
0	0
0	2
0	2
0	1
6	1
4	0
2	0
1	0
3	0
2	0
0	0
1	0
0	0
0	0
5	0
0	0
0	0
5	0
1	0
0	0
0	0
0	0
15	0
2	0
0	0
0	0
0	0
2	0
0	0
0	0
0	0
1	0
0	1
0	1
0	0
0	0
1	0
1	1
0	0
0	0
0	1
1	0
2	0
15	15
6	15
30	99
2	99
0	148
1	134
0	148
2	163
19	0
27	126
1	126
52	0
0	46
8	46
14	37
70	0
62	0
17	55
0	55
3	27
6	27
0	17
0	1
47	0
16	35
5	35
33	0
61	115
7	69
0	115
0	0
5	0
0	0
0	1
0	42
0	0
2	1
0	1
0	36
1	25
0	39
2	27
0	0
0	0
3	601
2	537
24	533
2	503
0	0
54	1
9	0
8	0
0	0
11	111
9	111
1	11
0	0
0	0
0	0
4	0
3	32
0	22
0	26
17	8
0	8
0	15
6	20
0	16
0	15
29	21
0	15
0	0
2	11
2	8
3	8
0	11
2	0
0	0
0	0
116	0
1	10
0	3
0	8
0	4
0	5
0	5
1	0
11	69
0	69
8	0
10	61
1	50
0	100
10	0
0	0
0	0
5	0
1	3
0	3
2	17
5	19
1	22
1	0
0	0
0	0
1	0
0	0
3	0
2	0
1	0
1	0
0	0
45	0
0	0
23	0
2	37
0	37
0	37
0	0
2	0
34	0
0	14
2	16
0	0
1	0
0	0
0	19
3	19
2	13
0	10
0	10
0	16
0	113
3	202
3	90
0	202
14	0
9	88
26	88
2	10
8	10
2	59
0	29
7	29
1	8
0	2
2	82
1	21
9	82
43	26
0	68
0	35
0	24
2	71
2	42
8	71
5	0
1	1
9	3
1	2
2	6
4	6
21	1
1	1
6	81
0	98
0	93
1	8
2	39
1	34
0	42
0	17
0	1
1	16
2	16
0	16
57	0
5	11
3	21
6	78
2	72
2	79
2	0
0	21
2	21
7	67
4	65
0	3
9	3
0	42
0	67
4	60
3	65
1	1
0	1
0	73
0	2
0	0
0	1
0	2
0	2
0	1
0	2
0	0
3	11
0	4
0	14
0	8
0	5
0	56
0	26
11	44
0	69
0	26
0	36
2	24
0	3
15	3
29	0
22	55
3	55
8	1
0	1
0	18
6	18
10	141
0	62
3	77
4	23
1	108
0	0
32	59
15	59
1	1
1	1
0	9
1	9
0	1
0	0
8	23
0	23
0	11
0	24
2	6
0	6
0	1
2	0
