"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"TRINITY_DN615_c0_g1",11.4210104874822,-2.16358510468297,0.93134577722013,-2.32307394053025,0.020175180638673,0.579315901196181
"TRINITY_DN7371_c0_g1",6.71059896006627,2.29137795092752,0.988642473847536,2.31770130410247,0.0204655601082239,0.580119915375424
"TRINITY_DN121_c0_g1",54.2437917507222,-2.55348218897747,1.10675875284519,-2.30717144311091,0.0210452644073642,0.589001007654206
"TRINITY_DN39_c0_g1",32.0341420869261,0.975203812216768,0.424267114087081,2.29856092974627,0.0215298842840814,0.595032176901299
"TRINITY_DN452_c0_g1",12.2711862358286,1.45837662670245,0.638240641566669,2.28499492467703,0.0223131253592685,0.609065681102997
"TRINITY_DN3354_c0_g4",3.73718301625578,-3.21209847964453,1.41649465617704,-2.26763896752962,0.0233512205741092,0.629628642553115
"TRINITY_DN14537_c0_g1",4.43205773620125,2.46078758601987,1.09033407546312,2.25691156627811,0.0240136011719661,0.632072287990679
"TRINITY_DN15210_c0_g1",5.49084667406481,-2.33714525939662,1.03425652916927,-2.25973459531732,0.0238377278182187,0.632072287990679
"TRINITY_DN25_c0_g1",76.8963136362128,0.789878239041489,0.350860914991472,2.2512574222201,0.0243692378514937,0.633886881054736
"TRINITY_DN1583_c0_g1",4.97175101005445,2.34812817868396,1.04806771141168,2.24043556834814,0.0250626593344424,0.644343485912234
"TRINITY_DN96_c0_g1",16.4739551167146,-1.31586434429467,0.589448335543905,-2.2323658664342,0.025590791857753,0.650359089626344
"TRINITY_DN1704_c0_g1",8.5851626377694,1.8515534387304,0.83517109804808,2.21697499237912,0.0266248004696424,0.661431840880667
"TRINITY_DN4574_c0_g1",26.7251854144525,-1.37306868279587,0.618656753822401,-2.21943537238105,0.026457119428544,0.661431840880667
"TRINITY_DN17374_c0_g1",4.53099284710333,-2.86573259522818,1.30173839002821,-2.2014658376681,0.0277030625869387,0.67309309208485
"TRINITY_DN1942_c0_g1",3.8047025343562,-3.20656353067666,1.45509660851815,-2.20367741351702,0.0275470386958514,0.67309309208485
"TRINITY_DN100_c0_g1",29.2220638525033,1.24972006503429,0.569581349442838,2.19410285511764,0.0282280160675523,0.678392864406066
"TRINITY_DN577_c0_g1",7.20064149431847,-2.0820654605803,0.956142521763088,-2.17756810641688,0.0294382061692536,0.69242418978957
"TRINITY_DN711_c0_g1",16.3213628305785,1.53114559221628,0.702153039358724,2.18064368647422,0.0292097812284383,0.69242418978957
"TRINITY_DN1145_c0_g1",4.41681841432997,2.46473952411916,1.13686059751724,2.16802264895259,0.0301569633334299,0.698616924517647
"TRINITY_DN13710_c0_g1",3.56363135821964,-3.1257873429561,1.44497766681452,-2.16320806524779,0.0305251802222146,0.698616924517647
"TRINITY_DN14932_c0_g1",15.910274924925,1.21344929165296,0.56136755469773,2.16159498620532,0.0306494082669434,0.698616924517647
"TRINITY_DN972_c0_g1",11.4537116336313,-1.71196934627912,0.795774676080621,-2.15132423503468,0.0314506166829403,0.709564423326336
"TRINITY_DN10417_c0_g1",3.29236436699741,-3.90563880067809,1.83140038331351,-2.13259691122906,0.0329578069275224,0.721939793464008
"TRINITY_DN193_c0_g1",29.965325887996,0.983402461798705,0.461346974672724,2.13158970533257,0.0330405907942957,0.721939793464008
"TRINITY_DN373_c0_g5",35.371723568374,0.913559056350139,0.429226538655785,2.12838437066624,0.033305227920999,0.721939793464008
"TRINITY_DN580_c0_g2",7.38590492142641,-1.82194516813711,0.852185349516883,-2.13796818869275,0.0325193251781961,0.721939793464008
